,longitude,latitude,coordinate,true class,feature1,feature2,true target,noisy target
74,5.3280854748654285,0.8055122878783727,POINT (5.328085474865428 0.8055122878783727),1,0.8262252982077901,0.6746344492249026,1.8501286458824975,1.8268703935680046
82,3.866681663854581,7.357779195953861,POINT (3.866681663854581 7.357779195953861),1,0.07964467250895602,0.12299792933126841,-0.5513615394972388,-0.43226998939268924
154,5.0399611812974126,9.208404910748545,POINT (5.039961181297413 9.208404910748545),1,0.3285341706307535,0.11477811915082303,-0.3271314719167774,-0.5714338401482921
79,3.439125684871873,8.480640953953468,POINT (3.439125684871873 8.480640953953468),1,0.46972906150905747,0.5798467404049175,1.2092692827238096,1.1678823335881345
234,5.863570569732892,0.20366702292258454,POINT (5.863570569732892 0.2036670229225845),1,0.8860447816996492,0.04484923647328598,0.020592491119507006,-0.049942647419941394
192,1.9473267327655719,7.649941215343033,POINT (1.947326732765572 7.649941215343033),1,0.29070760085979064,0.6067095541874092,1.1108362634220184,1.0935150153685043
122,6.759828870948685,1.7121070608790712,POINT (6.759828870948685 1.712107060879071),1,0.3354307063003058,0.565087281565844,1.0306925509978377,0.9786052289562122
171,7.612108301973181,9.028661449952866,POINT (7.612108301973181 9.028661449952866),1,0.760195072493749,0.9651530799375355,2.655654312306355,2.6465370664426415
195,3.8718956224254897,7.522175495829221,POINT (3.87189562242549 7.522175495829221),1,0.8385386481549008,0.9279636538548421,2.622429609719427,2.613390612000419
68,2.782694362496204,3.286725294615429,POINT (2.782694362496204 3.286725294615429),1,0.4013169517449068,0.4141135097582168,0.6436574810195572,0.7241227947233476
86,3.2159420103864345,8.79417501619615,POINT (3.215942010386434 8.794175016196149),1,0.46327683427472066,0.8691929354336054,2.0708556405755374,2.0723154321436246
251,0.754262846515813,8.72806460353409,POINT (0.754262846515813 8.72806460353409),1,0.5319030555554062,0.6471866739467186,1.4734630773955621,1.6932218768860559
250,3.501026943309058,1.7144780225645417,POINT (3.501026943309058 1.714478022564542),1,0.14042741632103073,0.9380991452540349,1.9547248520831357,1.8133441497795098
65,6.665548701446382,0.39064328456887787,POINT (6.665548701446382 0.3906432845688779),1,0.6539830791088199,0.34829341154938087,0.6988633137569626,0.8060978157420796
227,8.542281551683747,8.922230798602664,POINT (8.542281551683747 8.922230798602664),1,0.6029150569943332,0.39457829501503094,0.7866499420394262,0.892142603958068
128,1.2966725193544637,4.314402839338195,POINT (1.296672519354464 4.314402839338195),1,0.856854014829797,0.36659282714612207,0.9566324962681632,0.9510851050647111
66,6.107399208171579,8.75241940468144,POINT (6.107399208171579 8.75241940468144),1,0.20659822795899319,0.9563969818216629,2.0757891734239817,2.1228080230403843
242,2.293604713772628,7.52089409238732,POINT (2.293604713772628 7.52089409238732),1,0.3658477407761441,0.6676948496109301,1.3689322896089342,1.2859718921329166
248,7.847665011997449,3.018512470675679,POINT (7.847665011997449 3.018512470675679),1,0.8590706525046984,0.3218291545336639,0.8245581161056901,0.7221189809502134
247,1.901226793824362,4.3164282290077125,POINT (1.901226793824362 4.316428229007713),1,0.888756567681752,0.6735470674833006,1.9093977701316538,1.9870808532374986
127,4.215644654065645,7.11909421492461,POINT (4.215644654065645 7.11909421492461),1,0.3581303753979397,0.06534056488829665,-0.4458479299371704,-0.5011398648165643
180,3.0340812143513074,8.205415967331792,POINT (3.034081214351307 8.205415967331792),1,0.34919765008355863,0.36142236703010167,0.43346475117386385,0.5193001161895884
115,0.9273754789950783,6.470637918511186,POINT (0.9273754789950783 6.470637918511186),1,0.44390780568268495,0.07363897579445744,-0.33517526693394273,-0.489793089950041
67,0.6730806514234677,6.109593863328713,POINT (0.6730806514234677 6.109593863328713),1,0.1995851157448515,0.5293094879118675,0.787513579480454,0.848088045711537
229,7.077110394233141,2.248937278365325,POINT (7.077110394233141 2.248937278365325),1,0.3452493215232646,0.7901395579242583,1.7156679952960392,1.7777761895190414
182,6.069472918144846,8.620681868530088,POINT (6.069472918144846 8.620681868530088),1,0.6924669134647372,0.989067311905501,2.6596688491812404,2.8321812383544036
197,7.661150719658037,2.340116208604118,POINT (7.661150719658037 2.340116208604118),1,0.7592019606399053,0.7612140299374988,2.042844050452402,1.9590962350723886
274,5.184708655908821,9.139367637150336,POINT (5.184708655908821 9.139367637150336),1,0.6745897700599404,0.2762817836325042,0.503435120957453,0.6274562091411384
46,1.182994188693245,5.916491112101433,POINT (1.182994188693245 5.916491112101433),1,0.0622564406463858,0.3792000308830341,0.19985653329548825,0.20069536857542644
288,7.9156590445641495,2.3948537183669414,POINT (7.915659044564149 2.394853718366941),1,0.2594831596156506,0.42869788377037066,0.5455768109267625,0.546395366310967
286,7.367755123858935,2.448558242722908,POINT (7.367755123858935 2.448558242722908),1,0.8822671873209206,0.7848137688915399,2.23670849399554,2.202310972287998
161,2.988014587030853,9.768650794903852,POINT (2.988014587030853 9.768650794903852),1,0.8143271629930038,0.9799636414811129,2.7542180874363424,2.6956777841724278
26,7.012219911086957,0.2701859815268359,POINT (7.012219911086957 0.2701859815268359),1,0.7649080242941189,0.7447418018284635,1.9991334297795094,1.9855551781456338
213,7.647210282472784,1.592582995450157,POINT (7.647210282472784 1.592582995450157),1,0.4328018075389135,0.7741286966944925,1.755187897622391,1.8034020187032056
25,2.1897601330127547,8.681065219190106,POINT (2.189760133012755 8.681065219190106),1,0.5311406962270097,0.46331038333112096,0.9210718462203724,0.9919501183827288
275,6.5996909866823605,2.162019249389969,POINT (6.599690986682361 2.162019249389969),1,0.4265425539366192,0.7541841902425606,1.6890951246643007,1.648838612101326
24,6.6001386034796505,2.5522670384880444,POINT (6.600138603479651 2.552267038488044),1,0.6956055156656177,0.03928391474250881,-0.1865427401068559,-0.08828038857921508
212,8.022865643365943,2.4174811944815486,POINT (8.022865643365943 2.417481194481549),1,0.9933185173213542,0.8845194180749454,2.6468767715461903,2.6714579961112395
160,3.309174108930788,5.495790319511082,POINT (3.309174108930788 5.495790319511082),1,0.23284185948631808,0.48786741388008126,0.6964441011265619,0.728995500856908
149,5.552476779656063,1.2242107546715963,POINT (5.552476779656063 1.224210754671596),1,0.3328593755451291,0.3565328327799464,0.40245787388496845,0.4253276095524543
21,2.279591984979281,8.986264682958524,POINT (2.279591984979281 8.986264682958524),1,0.11215683335886617,0.5150468147883387,0.6572972777238824,0.7229586948865915
151,8.904382713218105,6.952085476826504,POINT (8.904382713218105 6.952085476826504),1,0.4596865680744737,0.3891546740489963,0.6271505902214627,0.6722815275220833
290,0.9189137948451132,9.459526486335976,POINT (0.9189137948451132 9.459526486335976),1,0.2572320772474008,0.23898237080045504,-0.02582081035123407,0.05263483059581371
19,5.7934424690504205,0.450519160603583,POINT (5.79344246905042 0.450519160603583),1,0.6212892779915432,0.6864253700800851,1.6805653882317984,1.5032658810036754
98,3.1481859814786963,1.9084733384794972,POINT (3.148185981478696 1.908473338479497),1,0.7537084775385123,0.6805818196195412,1.795453936397136,1.9542373548221699
158,2.539024764290981,3.1437854516005324,POINT (2.539024764290981 3.143785451600532),1,0.3297688371144647,0.6503740040821225,1.2808908493608326,1.171674152655124
294,4.02807685581016,9.190598563969731,POINT (4.02807685581016 9.190598563969731),1,0.7393717077453318,0.8496554934705494,2.28833818815698,2.1906485676342458
300,9.081680271247746,6.146348817566824,POINT (9.081680271247746 6.146348817566824),1,0.0594217009975494,0.11292982846296984,-0.6017888136135411,-0.47549073954812815
299,4.074028501653916,1.8486449140352978,POINT (4.074028501653916 1.848644914035298),1,0.1653688991859158,0.6389699653939792,1.0822787953678534,1.301487016441192
8,0.6058415107914372,9.382491007928795,POINT (0.6058415107914372 9.382491007928795),1,0.34261067198157424,0.6802595363045169,1.3833892808951251,1.367658799903727
99,8.64217804354576,7.724358704294071,POINT (8.64217804354576 7.724358704294071),1,0.47055121391683197,0.39267414467046724,0.6485736479282338,0.5272546765403223
9,0.8274001908830586,4.257788588275203,POINT (0.8274001908830586 4.257788588275203),1,0.7879795344186781,0.25469817121325833,0.552074048058453,0.5568539192340038
156,5.8560986056001205,9.810722375280106,POINT (5.856098605600121 9.810722375280106),1,0.32204045020656413,0.3640122627834087,0.41407723855679035,0.3856347951026481
97,3.178278179583799,9.741724343598772,POINT (3.178278179583799 9.741724343598772),1,0.14433320348285683,0.25744817341783477,-0.08332227626363886,0.04520684685919893
10,3.548799107852826,3.4036822840261047,POINT (3.548799107852826 3.403682284026105),1,0.9254892056751173,0.23093862064525816,0.6183050676108919,0.7157937191161381
12,2.456391787400656,4.171264435103873,POINT (2.456391787400656 4.171264435103873),1,0.11246337313210597,0.8822896706914063,1.7593323852063247,1.6714339441288553
13,8.792805501497588,6.630527613645234,POINT (8.792805501497588 6.630527613645234),1,0.3647228695341186,0.25395834465548783,0.1265979035005822,0.115288924391901
157,3.7991951995267192,9.048048369347201,POINT (3.799195199526719 9.048048369347201),1,0.12401263400080254,0.008680870671386343,-0.8499447539850384,-0.8531492327506791
15,5.995770027744375,1.1925638994166554,POINT (5.995770027744375 1.192563899416655),1,0.9433392966776767,0.24484820482279201,0.6778839111460528,0.6119505960372836
211,1.1777831055536259,8.875410204930196,POINT (1.177783105553626 8.875410204930196),1,0.7521631529511374,0.2832203713620157,0.6018242670371845,0.5697641374722041
17,4.231817682844491,9.987532303290914,POINT (4.231817682844491 9.987532303290914),1,0.5032408813808666,0.729881932882599,1.6928866800286633,1.773822122991107
11,9.366630412786742,6.230541675101121,POINT (9.366630412786742 6.230541675101121),1,0.7172832341874401,0.5404675622278524,1.3386859208709976,1.3591893623596902
301,8.260388909064444,0.9688533484220019,POINT (8.260388909064444 0.9688533484220019),1,0.2916900035345561,0.5956849018615434,1.0787447091191864,1.104637242666965
285,3.7017386163148402,1.961037607226075,POINT (3.70173861631484 1.961037607226075),1,0.39708915236206654,0.8814001454286183,2.0412895886479214,2.176536625443574
163,2.0433756229940836,7.413933981754813,POINT (2.043375622994084 7.413933981754813),1,0.056816457277579224,0.8538773886969057,1.6184486233682964,1.5009439183858557
37,2.945354409790004,7.373125598261553,POINT (2.945354409790004 7.373125598261553),1,0.28512791420278716,0.2611857424036632,0.0686851414137768,-0.02574565282267688
278,7.813575819541874,2.2997628815683315,POINT (7.813575819541874 2.299762881568332),1,0.8115074717945965,0.036517330982080876,-0.0789405352591609,-0.16352379483891216
167,5.087572116671528,0.07199880274852188,POINT (5.087572116671528 0.07199880274852188),1,0.59906151994912,0.3797512168671152,0.7383151705504658,0.8501303035951723
309,2.1925817208872966,9.987548773561258,POINT (2.192581720887297 9.987548773561258),1,0.8350321528310075,0.810347763748453,2.266075444076366,2.174317201793194
168,4.202127481252285,1.4012875803877645,POINT (4.202127481252285 1.401287580387764),1,0.18406375618585835,0.37188957506825293,0.29973248139061726,0.2048804240399134
277,1.7342431915976453,9.09660234724301,POINT (1.734243191597645 9.09660234724301),1,0.6656474597082066,0.6065423862472492,1.4852746184499543,1.4939844034388836
36,7.690535860957365,3.0239079557127635,POINT (7.690535860957365 3.023907955712763),1,0.7975663461137116,0.5983466752010197,1.5926063717167707,1.552624135435692
202,2.145933672103457,3.29467030213321,POINT (2.145933672103457 3.29467030213321),1,0.3559533925064786,0.8388688786046103,1.8725600283203097,1.7918165773215378
41,3.7716520239570253,8.790093719822659,POINT (3.771652023957025 8.790093719822659),1,0.8660077403223897,0.27020328708795627,0.6766176015862584,0.8323741125363592
217,0.3476364427352452,9.620815057987677,POINT (0.3476364427352452 9.620815057987677),1,0.37428445624520335,0.0258249014687022,-0.5482408393486901,-0.4476192499615395
276,8.263228186480438,0.7790763379602661,POINT (8.263228186480438 0.7790763379602661),1,0.33756306001681813,0.9502911893031143,2.1884366279261607,2.22089624639816
144,2.079054256925973,9.75572631765132,POINT (2.079054256925973 9.75572631765132),1,0.14992328351152218,0.41307880914507333,0.3891597109467422,0.36056645435233914
44,8.5279794659148,6.670194784618655,POINT (8.5279794659148 6.670194784618655),1,0.5175361637101967,0.5164770632266195,1.066967353390055,1.106217030172541
109,7.075091148414337,2.5671405107856096,POINT (7.075091148414337 2.56714051078561),1,0.03043836192451821,0.386555545769666,0.1901049992335162,0.18252903052394712
101,9.410820276148721,8.150182964308524,POINT (9.410820276148721 8.150182964308524),1,0.397430243103158,0.20557267902582022,0.014148280180618755,0.19848724137009466
100,3.9863483435022715,8.782870751401225,POINT (3.986348343502272 8.782870751401225),1,0.08994954482393425,0.3443910021775546,0.12312255135659811,0.10240714982006717
34,2.181746885125473,8.35901674261144,POINT (2.181746885125473 8.359016742611439),1,0.24374700544394257,0.40129116435160195,0.4476204984987484,0.3226258461903593
32,0.7747805135791586,6.553938614586853,POINT (0.7747805135791586 6.553938614586853),1,0.18943081322244926,0.4224142460569056,0.4566735513931661,0.5252159142952756
304,7.105461648039746,2.24463031313505,POINT (7.105461648039746 2.24463031313505),1,0.5832149941023658,0.9949209577688497,2.567977867408915,2.3959742165993934
147,7.119432720413567,1.505408975309257,POINT (7.119432720413567 1.505408975309257),1,0.8117929316712745,0.9019835691847051,2.51774363922539,2.554847825387873
164,8.359962999908944,2.852409217557641,POINT (8.359962999908944 2.852409217557641),1,0.9794853460013204,0.8265946475885783,2.459269288767055,2.321137440513957
146,3.6304955209317447,6.794841883030881,POINT (3.630495520931745 6.794841883030881),1,0.05452962355607305,0.27693792245853743,-0.11465660906831465,-0.23506658440501477
305,3.2193333032385354,8.095320572468772,POINT (3.219333303238535 8.095320572468772),1,0.1944786138346385,0.31607614539922846,0.14270705003232376,0.23949699807031594
5,4.806880412853298,8.290534654223361,POINT (4.806880412853298 8.290534654223361),1,0.959188036154175,0.27876817756505357,0.7954925688493357,0.9134361064973733
166,5.253743358085199,9.027711376704554,POINT (5.253743358085199 9.027711376704554),1,0.1975673487800943,0.9338433227140064,1.9990973169221138,1.8433217688667993
7,7.240068187039693,8.015710414522122,POINT (7.240068187039693 8.015710414522122),1,0.20674960613427895,0.09666586358859341,-0.5032528030999408,-0.44667566302692213
30,3.9098059490374535,5.885852888963995,POINT (3.909805949037453 5.885852888963995),1,0.644334673746507,0.19258714590367865,0.22209611145754282,0.17210076163167284
282,5.365302137810557,8.017446653870614,POINT (5.365302137810557 8.017446653870614),1,0.10318000957504503,0.9093853811661186,1.8313361530734005,1.7390658027685855
31,2.2057826694947966,3.2775635375539327,POINT (2.205782669494797 3.277563537553933),1,0.0005615997082422108,0.09491498396429732,-0.7146934483988658,-0.7850321017312201
280,1.8779310257870074,4.419709123927018,POINT (1.877931025787007 4.419709123927018),1,0.16748779921158197,0.6262570842058837,1.046259051829233,1.1775256758112504
2,0.6199451865498018,5.462226880155216,POINT (0.6199451865498018 5.462226880155216),1,0.44504944835805926,0.8665898682936443,2.044819053238992,2.234789992407278
206,1.7664586076692068,7.126626980451098,POINT (1.766458607669207 7.126626980451098),1,0.8135162579721424,0.3782279082620975,0.9481999827584351,0.9100636908166582
33,1.7046402205372224,9.255093727423999,POINT (1.704640220537222 9.255093727423999),1,0.15072853048796953,0.7818014783467122,1.4961329655281062,1.45761319334225
104,2.705017906202319,5.7818593741190885,POINT (2.705017906202319 5.781859374119088),2,0.7959407269775661,0.5580531670233121,3.9661717130681797,3.9193035535665723
769,6.308096499311697,8.507895027425318,POINT (6.308096499311697 8.507895027425318),2,0.3808155345887624,0.7919120826041928,5.030281013426668,4.947266884838782
759,0.745099347032121,6.951159324513125,POINT (0.745099347032121 6.951159324513125),2,0.35077982397638097,0.2118401645825192,4.5102805166297575,4.496820242531467
749,6.7205832141033905,3.6625616243189443,POINT (6.720583214103391 3.662561624318944),2,0.27113902446825655,0.16647574211139293,4.62419769317488,4.759033508963959
768,3.3160759006627583,6.880738780186475,POINT (3.316075900662758 6.880738780186475),2,0.8856145656153743,0.5104078217351652,3.7391786905044166,3.7993011646245183
767,0.7396875176736195,7.151951346601882,POINT (0.7396875176736195 7.151951346601882),2,0.8627591640997343,0.005430832694507948,3.2799125044950395,3.439278791875195
114,2.5415991852295705,5.044620376054855,POINT (2.541599185229571 5.044620376054855),2,0.19351893793484576,0.08061098595809224,4.6935731100884,4.82811408244189
766,3.037477230112031,4.511030554327711,POINT (3.037477230112031 4.511030554327711),2,0.7291016177997689,0.5804902177410862,4.122286982141548,4.098372539405307
752,9.469770946312616,2.4366133146667615,POINT (9.469770946312616 2.436613314666761),2,0.37052299353350515,0.48796703165076083,4.74692104458375,4.793421197251299
113,8.35023818058723,4.8376952093662675,POINT (8.35023818058723 4.837695209366268),2,0.7018410849526777,0.000563699674213991,3.5968815297688588,3.5018719069573176
111,6.412111131004849,4.955148298414574,POINT (6.412111131004849 4.955148298414574),2,0.8969041676272999,0.9473871517084088,4.153578816453809,4.163793385041353
105,9.916890811634604,1.1240668496041328,POINT (9.916890811634604 1.124066849604133),2,0.9449388680851278,0.648119066755323,3.7582413305850673,3.8010181863313512
762,5.612875471221017,7.096878933340513,POINT (5.612875471221017 7.096878933340513),2,0.037148863301537105,0.9875106618629238,5.91321293525985,6.002603837005891
108,2.8413337063934163,6.105048254091826,POINT (2.841333706393416 6.105048254091826),2,0.4265891894239683,0.746874259924798,4.893695881076861,4.863212998201724
746,4.91206958638311,7.613826858150405,POINT (4.91206958638311 7.613826858150405),2,0.9345359055291959,0.03047505736497802,3.161403246306586,3.2740199818349045
745,6.068214392766901,4.680846588402493,POINT (6.068214392766901 4.680846588402493),2,0.04123528080871852,0.9785877072175408,5.896117145600104,5.669343713759043
699,5.130102369419067,4.963844040812805,POINT (5.130102369419067 4.963844040812805),2,0.5669380481451838,0.5171350471972974,4.38325895090693,4.454660902289913
743,6.177264681448898,8.181896792281885,POINT (6.177264681448898 8.181896792281885),2,0.7050124306895109,0.5136763787856571,4.103651517406635,4.166293134038303
683,9.304112802942816,0.25678756821180704,POINT (9.304112802942816 0.256787568211807),2,0.3938839147026715,0.6479465377617245,4.860178708356382,4.870131691544767
681,4.573875235195092,6.43185720951784,POINT (4.573875235195092 6.43185720951784),2,0.6490721046845201,0.24944860236178423,3.951304392992744,3.822762618736614
680,0.8872333634307972,2.2667565052793828,POINT (0.8872333634307972 2.266756505279383),2,0.8807335382952441,0.2409334883170392,3.479466411726551,3.6461791739289833
677,7.505870676497701,5.405828615085436,POINT (7.505870676497701 5.405828615085436),2,0.10649662559957185,0.7577961712396933,5.544802920040549,5.586051661212576
676,8.49852235737772,6.224851512355647,POINT (8.49852235737772 6.224851512355647),2,0.9685924954750396,0.3110796807464603,3.3738946897963813,3.461180615659292
675,1.5232527364438975,7.496693558992899,POINT (1.523252736443897 7.496693558992899),2,0.890826731746245,0.9287429391297534,4.147089475637263,4.028303041995645
674,4.677629551288573,0.07290764029076024,POINT (4.677629551288573 0.07290764029076024),2,0.4029587122694469,0.3274870504529398,4.521569625914046,4.572859725103933
145,3.290612067985178,0.39206476749511276,POINT (3.290612067985178 0.3920647674951128),2,0.7246408431885536,0.3285643165999882,3.879282630222881,3.9101245165785437
672,5.551625967354338,4.561394209841132,POINT (5.551625967354338 4.561394209841132),2,0.33523345508635527,0.6815485426884806,5.01108163251577,5.0198974374499965
667,1.9997162091858678,0.2015068943049414,POINT (1.999716209185868 0.2015068943049414),2,0.8609261201079711,0.9346028455667841,4.212750605350842,4.16354487406328
142,8.317391204348533,5.333932405349494,POINT (8.317391204348533 5.333932405349494),2,0.8950436923139822,0.47262151994059476,3.6825341353126304,3.949775814169248
666,5.4897587755734145,7.530105132656997,POINT (5.489758775573415 7.530105132656997),2,0.4322022044241348,0.1854580885141771,4.321053679665908,4.368903073860175
664,0.8126130730372427,7.58110965337111,POINT (0.8126130730372427 7.58110965337111),2,0.06378369950399343,0.6670052286726336,5.539437829664647,5.661226027265457
661,1.9276598954772173,0.5165317127242797,POINT (1.927659895477217 0.5165317127242797),2,0.09023690252963767,0.4716491340637625,5.291175329004487,5.326455467975205
150,9.95755140235116,0.056941513751452844,POINT (9.957551402351161 0.05694151375145284),2,0.0067432811299698026,0.5301163068784862,5.516629744618546,5.438796809654699
658,8.310417127943143,5.577699534910625,POINT (8.310417127943143 5.577699534910625),2,0.689336096547279,0.5237330305982436,4.145060837503686,4.241416109105472
657,5.257564126654697,5.247221167086832,POINT (5.257564126654697 5.247221167086832),2,0.19596871351874923,0.2132818304818639,4.821344403444366,4.921611131586173
312,9.028808973346488,9.764739747764578,POINT (9.028808973346488 9.764739747764578),2,0.11423231921699672,0.9466245647019041,5.71815992626791,5.826215722885071
654,3.3667845535401133,5.215739179961346,POINT (3.366784553540113 5.215739179961346),2,0.7581249946462646,0.6313218811255605,4.115071891833031,4.01810391951435
152,6.251376941123732,3.5462925329148174,POINT (6.251376941123732 3.546292532914817),2,0.8639515965019566,0.938233192343088,4.210329999339175,4.3075608679805155
652,2.4672877747950537,4.4845097307365585,POINT (2.467287774795054 4.484509730736558),2,0.7486321418483655,0.4288162185941341,3.9315519348974033,3.9679873654907256
650,5.505032309561613,6.092972953094352,POINT (5.505032309561613 6.092972953094352),2,0.2225137250999384,0.3802510868034499,4.935223636603573,5.0009805484790295
665,3.483046799719234,5.388473381809248,POINT (3.483046799719234 5.388473381809248),2,0.20552316846001562,0.3583890307717442,4.947342693851713,4.995411390902307
744,6.226410885776325,9.360735954298185,POINT (6.226410885776325 9.360735954298185),2,0.997156732486623,0.5667849987934325,3.5724715338201865,3.689031894927212
688,4.5101193445988805,7.691655396208747,POINT (4.510119344598881 7.691655396208747),2,0.6608194011644535,0.3736415038481937,4.052002701519287,4.00832558163914
692,7.175672882202714,5.9152572038950515,POINT (7.175672882202714 5.915257203895051),2,0.9588021076520034,0.9385270553324735,4.020922840028467,4.079672371484448
119,5.927445397381932,5.616649649134593,POINT (5.927445397381932 5.616649649134593),2,0.07291194269530288,0.3947499067178639,5.248926021327258,5.230011377325897
735,3.6260986776732853,4.771964471796589,POINT (3.626098677673285 4.771964471796589),2,0.47979368635632746,0.7180917345969273,4.758504361884272,4.643110441559387
121,2.5047393481647564,5.561396466478657,POINT (2.504739348164756 5.561396466478657),2,0.7841232729922666,0.34771840834112255,3.7794718623565893,3.903253793358699
730,3.761014413464172,5.036568055610347,POINT (3.761014413464172 5.036568055610347),2,0.38228618406051074,0.8647055512793765,5.100133183158355,5.252144557381136
123,7.9866541882589015,5.999836427903915,POINT (7.986654188258901 5.999836427903915),2,0.46951059160884756,0.28501562299290717,4.345994439775212,4.415214929819109
727,7.681080637272943,4.266639945376134,POINT (7.681080637272943 4.266639945376134),2,0.142289387317731,0.9482429003014361,5.663664125665974,5.66246228195142
724,2.2610053309605216,0.3352151521626112,POINT (2.261005330960522 0.3352151521626112),2,0.6600279440743494,0.3113329055875955,3.9912770174388967,3.9425862399862632
723,0.7664231501993324,3.7071490032398735,POINT (0.7664231501993324 3.707149003239874),2,0.06585134497452583,0.8861154551602293,5.754412765211177,6.00707762468749
722,9.464905374718247,8.996582038368008,POINT (9.464905374718247 8.996582038368008),2,0.735278369454267,0.5233055724869878,4.052748833578454,4.030180196752449
721,9.106683867285593,9.888449551127065,POINT (9.106683867285593 9.888449551127065),2,0.1295954173643038,0.761561275359625,5.502370440631017,5.316804497288642
140,3.070265791872857,5.605291191509179,POINT (3.070265791872857 5.605291191509179),2,0.20102003580390881,0.5846269316175914,5.182586860009774,5.2280341592693205
719,6.33642188640648,4.067192651007284,POINT (6.33642188640648 4.067192651007284),2,0.22145189705592627,0.8739677289041587,5.431063934792306,5.435235427489478
130,5.005241748698666,2.9469214468050176,POINT (5.005241748698666 2.946921446805018),2,0.5612902092593176,0.1915002039218694,4.068919785403234,4.089565960182745
711,1.9708053010529758,6.24127673491769,POINT (1.970805301052976 6.24127673491769),2,0.3593007720923568,0.3669764209153157,4.648374876730602,4.715347972720196
709,6.472069249851997,3.880610908966571,POINT (6.472069249851997 3.880610908966571),2,0.4432041437352239,0.950998854397135,5.064590566926688,5.123850462941106
705,2.9053047963729837,6.168356833718859,POINT (2.905304796372984 6.168356833718859),2,0.26728843453980633,0.712349965302333,5.177773096222721,5.124721506840738
135,3.847434662850364,0.32374559177154705,POINT (3.847434662850364 0.323745591771547),2,0.016739360814054915,0.35498769207662373,5.321508970448514,5.393216259010856
700,0.47412744371237103,4.101957363283553,POINT (0.474127443712371 4.101957363283553),2,0.2234975152935037,0.417465629779774,4.970470599192766,4.930588182525578
698,9.9247630734316,9.450467608593142,POINT (9.924763073431601 9.450467608593142),2,0.5677423010435035,0.7496442535574727,4.614159651470466,4.656786728609666
696,7.349496816903516,5.93214715219868,POINT (7.349496816903516 5.93214715219868),2,0.2922775476116598,0.11297443610731916,4.528419340884,4.5918724190735905
695,0.6580408486990463,2.615067024636203,POINT (0.6580408486990463 2.615067024636203),2,0.9252790168882044,0.45098359045319925,3.6004255566767904,3.5075911789634566
694,6.408391608274057,5.242143815167265,POINT (6.408391608274057 5.242143815167265),2,0.8656504166108103,0.5295726795203766,3.798271846298756,3.783851841231592
129,6.088490586855153,6.749714158772825,POINT (6.088490586855153 6.749714158772825),2,0.3237644038001486,0.9955558260914668,5.34802701849117,5.230632306304208
772,0.2668664968824186,7.899313796914718,POINT (0.2668664968824186 7.899313796914718),2,0.49077271619766283,0.685236757450347,4.703691325055021,4.652867585050051
822,5.248013580950569,5.979350758612865,POINT (5.248013580950569 5.979350758612865),2,0.6177460795669173,0.9186262268305819,4.683134067696748,4.805539377998107
775,0.3696019325583988,3.7273202604883826,POINT (0.3696019325583988 3.727320260488383),2,0.5664602545094738,0.11233168335121702,3.9794111743322693,4.0112325335816
38,0.32280834569546446,0.26708498785784074,POINT (0.3228083456954645 0.2670849878578407),2,0.5011004287880053,0.38543952152794014,4.383238663951929,4.484812111172527
921,3.6233731539471945,0.18152930859485883,POINT (3.623373153947195 0.1815293085948588),2,0.2837957387405714,0.9256779844301166,5.358086506948974,5.354119546403345
916,5.792947477988513,7.168094212966433,POINT (5.792947477988513 7.168094212966433),2,0.4444279622261701,0.9515046931103083,5.062648768657968,4.986029553860677
43,1.99979513829035,2.9228320379952963,POINT (1.99979513829035 2.922832037995296),2,0.45977062261525414,0.7568807483482597,4.837339503117751,4.80262289486841
910,3.020346275655683,6.234374171388232,POINT (3.020346275655683 6.234374171388232),2,0.49112078493744626,0.6172128794192716,4.634971309544379,4.709280326295678
908,2.4563048870535664,0.9970127390973593,POINT (2.456304887053566 0.9970127390973593),2,0.565604124868831,0.13614051908499714,4.004932269347335,3.927866658273769
907,3.760943845384459,0.3284318897638894,POINT (3.760943845384459 0.3284318897638894),2,0.38533461499397803,0.7553372284005712,4.984667998412615,4.818716531704313
904,0.6435263619492826,4.106038711792689,POINT (0.6435263619492826 4.106038711792689),2,0.28737003903796665,0.9302287740349745,5.355488695959041,5.245893662744094
48,6.738284968063524,9.464165696701047,POINT (6.738284968063524 9.464165696701047),2,0.5789302567846627,0.00416149273004085,3.8463009791607154,3.7937111399973418
901,0.4687514566786444,6.677760384998523,POINT (0.4687514566786444 6.677760384998523),2,0.19445928621504793,0.0042886509372708215,4.6153700785071745,4.555520425422575
897,5.4659204515229565,3.782623518389973,POINT (5.465920451522956 3.782623518389973),2,0.02825245984503344,0.4331190647433919,5.376614145053325,5.25267470985434
894,6.9228853787009905,4.145839818269447,POINT (6.922885378700991 4.145839818269447),2,0.6661987229580265,0.9693621175326452,4.636964671616592,4.708831171091723
893,4.662681104413408,6.802857044964971,POINT (4.662681104413408 6.802857044964971),2,0.3491325359404226,0.8389055131612422,5.1406404412803965,5.211981776123881
892,3.983629749537212,1.038281463727454,POINT (3.983629749537212 1.038281463727454),2,0.7392954086204252,0.49037028305786423,4.011779465817014,4.172060577603762
891,0.44769978153092915,2.34680002694311,POINT (0.4476997815309292 2.34680002694311),2,0.28522273471458526,0.6422009302371042,5.071755460807934,4.996564323207849
52,0.7888071586890388,3.5394523596196406,POINT (0.7888071586890388 3.539452359619641),2,0.13068898713225818,0.4345244828168716,5.173146508552355,5.134160713919488
